Time,Distance,Player_Pos_X,Player_Pos_Y,Player_Pos_Z,Player_Speed,Player_Health,Player_Turret_X,Player_Turret_Y,Player_Body_X,Player_Body_Y,Player_Body_Z,TurretCam_X,TurretCam_Y,TurretCam_Z,StereoL_X,StereoL_Y,StereoL_Z,StereoL_Roll,StereoL_Pitch,StereoL_Yaw,StereoR_X,StereoR_Y,StereoR_Z,StereoR_Roll,StereoR_Pitch,StereoR_Yaw,Enemy_Pos_X,Enemy_Pos_Y,Enemy_Pos_Z,Enemy_Speed,Enemy_Health,Enemy_Turret_X,Enemy_Turret_Y,Enemy_Body_X,Enemy_Body_Y,Enemy_Body_Z
8.08,279.09,5.9618,7.9903,5.9992,3.33,100.00,44.82,0.00,44.82,0.00,0.00,6.2134,11.0082,6.2424,5.9438,11.0082,6.5244,0.00,0.00,44.82,6.6531,11.0082,5.8195,0.00,0.00,44.82,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
8.58,279.03,6.0088,7.9901,6.0465,0.13,100.00,44.82,0.00,44.82,0.00,0.00,6.2604,11.0080,6.2897,5.9908,11.0080,6.5717,0.00,0.00,44.82,6.7001,11.0080,5.8668,0.00,0.00,44.82,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
9.08,279.03,6.0088,7.9899,6.0465,0.00,100.00,63.49,0.00,63.49,0.00,0.00,6.3250,11.0078,6.1963,6.1599,11.0078,6.5498,0.00,0.00,63.49,6.6062,11.0078,5.6549,0.00,0.00,63.49,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
9.58,279.03,6.0088,7.9895,6.0465,0.00,100.00,83.50,0.00,83.50,0.00,0.00,6.3572,11.0074,6.0791,6.3230,11.0074,6.4677,0.00,0.00,83.50,6.4362,11.0074,5.4741,0.00,0.00,83.50,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
10.11,279.03,6.0088,8.0013,6.0465,0.02,100.00,88.37,0.00,88.37,0.00,0.00,6.3587,11.0192,6.0494,6.3576,11.0192,6.4395,0.00,0.00,88.37,6.3861,11.0192,5.4399,0.00,0.00,88.37,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
10.61,279.03,6.0088,8.0012,6.0465,0.00,100.00,89.37,0.00,89.37,0.00,0.00,6.3588,11.0191,6.0433,6.3645,11.0191,6.4334,0.00,0.00,89.37,6.3755,11.0191,5.4335,0.00,0.00,89.37,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
11.11,279.03,6.0088,8.0012,6.0465,0.00,100.00,90.37,0.00,90.37,0.00,0.00,6.3587,11.0191,6.0372,6.3712,11.0191,6.4271,0.00,0.00,90.37,6.3647,11.0191,5.4272,0.00,0.00,90.37,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
11.61,279.02,6.0534,8.0012,6.0460,0.09,100.00,90.70,0.00,90.70,0.00,0.00,6.4032,11.0191,6.0347,6.4179,11.0191,6.4245,0.00,0.00,90.70,6.4057,11.0191,5.4246,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
12.11,278.99,6.2722,8.0009,6.0433,0.44,100.00,90.70,0.00,90.70,0.00,0.00,6.6220,11.0188,6.0320,6.6368,11.0188,6.4218,0.00,0.00,90.70,6.6245,11.0188,5.4219,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
12.61,278.91,6.6733,8.0009,6.0384,0.80,100.00,90.70,0.00,90.70,0.00,0.00,7.0231,11.0188,6.0271,7.0378,11.0188,6.4169,0.00,0.00,90.70,7.0256,11.0188,5.4170,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
13.11,278.81,7.2567,8.0008,6.0312,1.17,100.00,90.70,0.00,90.70,0.00,0.00,7.6064,11.0187,6.0199,7.6212,11.0187,6.4098,0.00,0.00,90.70,7.6090,11.0187,5.4098,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
13.61,278.68,8.0223,8.0008,6.0219,1.53,100.00,90.70,0.00,90.70,0.00,0.00,8.3720,11.0186,6.0105,8.3868,11.0186,6.4004,0.00,0.00,90.70,8.3746,11.0186,5.4004,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
14.11,278.52,8.9700,8.0007,6.0102,1.90,100.00,90.70,0.00,90.70,0.00,0.00,9.3198,11.0186,5.9989,9.3346,11.0186,6.3888,0.00,0.00,90.70,9.3223,11.0186,5.3888,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
14.61,278.33,10.1001,8.0007,5.9964,2.26,100.00,90.70,0.00,90.70,0.00,0.00,10.4498,11.0186,5.9851,10.4646,11.0186,6.3749,0.00,0.00,90.70,10.4524,11.0186,5.3750,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
15.11,278.12,11.4127,8.0005,5.9803,2.62,100.00,90.70,0.00,90.70,0.00,0.00,11.7625,11.0184,5.9690,11.7773,11.0184,6.3588,0.00,0.00,90.70,11.7650,11.0184,5.3589,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
15.61,277.89,12.9076,8.0003,5.9620,2.99,100.00,90.70,0.00,90.70,0.00,0.00,13.2573,11.0182,5.9506,13.2721,11.0182,6.3405,0.00,0.00,90.70,13.2598,11.0182,5.3406,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
16.11,277.64,14.5846,8.0002,5.9414,3.35,100.00,90.70,0.00,90.70,0.00,0.00,14.9344,11.0181,5.9301,14.9492,11.0181,6.3199,0.00,0.00,90.70,14.9369,11.0181,5.3200,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
